,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
274,1606,1,2016,,https://money.cnn.com/2016/10/24/media/donald-trump-new-york-times-insult-spread/,cnn,soft news,media,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,cited,conflict,negative,no,no,attack,non-primary source,ctiticizes the tweet,,,cnn2016
275,1607,1,2016,,https://money.cnn.com/2016/10/30/media/facebook-fake-news-plague/index.html,cnn,soft news,media,responsibility,negative,no,yes,yes,no,yes,no,no,no,yes,no,1,0,trump,cited_linked,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
276,1608,1,2016,,https://money.cnn.com/2016/11/03/news/companies/trump-cubs-ricketts-family/index.html,cnn,soft news,other,conflict,negative,no,no,no,no,no,yes,yes,no,no,no,2,1,trump,cited_paraphrased,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,,,cnn2016
277,1608,1,2016,,https://money.cnn.com/2016/11/03/news/companies/trump-cubs-ricketts-family/index.html,cnn,soft news,other,conflict,negative,no,no,no,no,no,no,no,no,no,no,,,biden,cited,human interest,positive,no,no,other,non-primary source,neutral,,,cnn2016
278,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,8,0,trump,embedded_paraphrased,conflict,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
279,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,cited_linked,conflict,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
280,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,embedded_paraphrased,conflict,negative,yes,yes,media,trigger,amplifies the tweet,,,cnn2016
281,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
282,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,embedded_cited,conflict,negative,yes,no,attack,trigger,amplifies the tweet,,,cnn2016
283,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,cited_linked,conflict,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
284,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,embedded_cited,conflict,negative,no,yes,attack,trigger,amplifies the tweet,,,cnn2016
285,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,cited_linked,conflict,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
286,1609,1,2016,,https://www.cnn.com/2016/05/31/politics/donald-trump-political-attacks-hit-back-harder/index.html,cnn,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,,trump,cited_linked,conflict,negative,yes,no,attack,trigger,amplifies the tweet,,,cnn2016
287,1610,1,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,soft news,character traits,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,yes,6,0,trump,embedded_cited,conflict,negative,yes,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
288,1610,1,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,soft news,character traits,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,trump,embedded,conflict,negative,no,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
289,1610,1,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,soft news,character traits,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,trump,embedded_cited,responsibility,negative,yes,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
290,1610,1,2016,,https://www.cnn.com/2016/06/13/politics/donald-trump-takes-credit-for-things/index.html,cnn,soft news,character traits,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,trump,embedded_cited,responsibility,negative,yes,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
291,1727,1,2016,,https://www.foxnews.com/tech/google-social-media-both-big-winners-in-third-presidential-debate,fox,hard news,horserace,conflict,negative,no,no,no,no,yes,no,no,no,yes,yes,1,6,trump,embedded,human interest,3,no,no,other,non-primary source,neutral,,,fox2016
292,1728,1,2016,,https://www.foxnews.com/tech/pence-dominated-twitter-during-vice-presidential-debate,fox,hard news,horserace,conflict,3,no,no,no,no,yes,no,no,no,yes,yes,1,5,trump,embedded_cited,human interest,positive,no,no,horserace,non-primary source,neutral,,,fox2016
293,1729,1,2016,,https://www.foxnews.com/transcript/the-republican-civil-war-heats-up,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,yes,no,yes,no,2,0,trump,cited,conflict,negative,no,no,attack,non-primary source,neutral,,,fox2016
294,1729,1,2016,,https://www.foxnews.com/transcript/the-republican-civil-war-heats-up,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,neutral,,,fox2016
295,1730,1,2016,,https://www.foxnews.com/us/the-latest-adelsons-spend-big-in-effort-to-defeat-clinton,fox,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,yes,1,0,trump,paraphrased,conflict,negative,no,yes,attack,non-primary source,neutral,,,fox2016
296,1730,1,2016,,https://www.foxnews.com/us/the-latest-adelsons-spend-big-in-effort-to-defeat-clinton,fox,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,yes,1,0,trump,paraphrased,conflict,negative,no,yes,attack,non-primary source,neutral,,,fox2016
297,1611,1,2016,,https://www.cnn.com/2016/06/23/politics/donald-trump-scotland-golf-course-business-conflicts/index.html,cnn,editorial,character traits,economic,negative,no,no,no,no,yes,yes,yes,no,yes,yes,2,0,biden,cited,conflict,negative,no,no,attack,non-primary source,neutral,,,cnn2016
298,1611,1,2016,,https://www.cnn.com/2016/06/23/politics/donald-trump-scotland-golf-course-business-conflicts/index.html,cnn,editorial,character traits,economic,negative,no,no,no,no,no,no,no,no,no,no,,,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,neutral,,,cnn2016
299,1612,1,2016,,https://www.cnn.com/2016/09/06/politics/donald-trump-north-carolina-rally/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,paraphrased,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
300,1614,1,2016,,https://www.cnn.com/2016/09/07/politics/hillary-clinton-donald-trump-presidential-forum/index.html,cnn,hard news,policy issue,conflict,negative,no,no,no,no,no,yes,no,no,no,no,1,0,trump,paraphrased,conflict,negative,yes,no,attack,non-primary source,ctiticizes the tweet,,,cnn2016
301,1615,1,2016,,https://www.cnn.com/2016/09/07/politics/reince-priebus-donald-trump-2016-election/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,1,2,biden,embedded_cited,conflict,negative,no,no,character traits,illustration,neutral,,,cnn2016
302,1616,1,2016,,https://www.cnn.com/2016/09/08/opinions/trump-gender-sexism-drexler/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,yes,yes,no,no,no,1,0,trump,paraphrased,conflict,negative,yes,no,policy issue,non-primary source,ctiticizes the tweet,,,cnn2016
303,1617,1,2016,,https://www.cnn.com/2016/09/08/politics/donald-trump-hillary-clinton-isis-putin-forum/index.html,cnn,hard news,policy issue,conflict,negative,no,no,no,no,no,yes,no,no,no,no,1,0,trump,cited_paraphrased,conflict,negative,no,no,policy issue,non-primary source,ctiticizes the tweet,,,cnn2016
304,1618,1,2016,,https://www.cnn.com/2016/09/08/politics/donald-trump-hillary-clinton-national-security-forum/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,yes,no,no,yes,no,1,0,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,ctiticizes the tweet,,,cnn2016
305,1619,1,2016,,https://www.cnn.com/2016/09/08/politics/donald-trump-military-sexual-assault/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,embedded_paraphrased,conflict,negative,no,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
306,1620,1,2016,,https://www.cnn.com/2016/09/08/politics/hillary-clinton-donald-trump-2016-election/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,embedded_paraphrased,conflict,negative,no,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
307,1621,1,2016,,https://www.cnn.com/2016/09/08/us/five-things-thursday/index.html,cnn,soft news,campaign event or info,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,,trump,paraphrased,conflict,negative,no,no,policy issue,illustration,neutral,,,cnn2016
308,1622,1,2016,,https://www.cnn.com/2016/09/09/politics/donald-trump-birther/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,yes,no,no,no,no,2,0,trump,embedded_cited,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
309,1622,1,2016,,https://www.cnn.com/2016/09/09/politics/donald-trump-birther/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,,embedded_cited,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
310,1623,1,2016,,https://www.cnn.com/2016/09/09/politics/donald-trump-military-sexual-assault/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_paraphrased,conflict,negative,no,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
311,1624,1,2016,,https://www.cnn.com/2016/09/12/politics/hillary-clinton-health-robby-mook-tim-kaine/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,cited,conflict,negative,no,no,attack,non-primary source,neutral,,,cnn2016
312,1625,1,2016,,https://www.cnn.com/2016/09/14/politics/donald-trump-boomerang-insult/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,yes,no,no,no,no,2,0,biden,embedded_cited,conflict,negative,no,yes,attack,non-primary source,neutral,,,cnn2016
313,1625,1,2016,,https://www.cnn.com/2016/09/14/politics/donald-trump-boomerang-insult/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,pence,embedded_cited,conflict,negative,no,yes,attack,non-primary source,neutral,,,cnn2016
314,1627,1,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,yes,no,yes,no,4,0,trump,cited,conflict,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
315,1627,1,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
316,1627,1,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
317,1627,1,2016,,https://www.cnn.com/2016/09/19/politics/reality-check-donald-trump-chris-christie/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,yes,attack,illustration,ctiticizes the tweet,,,cnn2016
318,1628,1,2016,,https://www.cnn.com/2016/09/23/politics/clinton-calls-for-charlotte-to-release-shooting-video-without-delay/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,yes,no,yes,no,yes,1,0,biden,embedded_cited,responsibility,negative,no,no,policy issue,trigger,amplifies the tweet,,,cnn2016
319,1629,1,2016,,https://www.cnn.com/2016/09/23/politics/ted-cruz-endorses-donald-trump/index.html,cnn,soft news,endorsement,conflict,negative,no,no,no,yes,no,yes,yes,no,no,yes,2,1,trump,embedded_paraphrased,conflict,negative,no,no,attack,illustration,neutral,,,cnn2016
320,1629,1,2016,,https://www.cnn.com/2016/09/23/politics/ted-cruz-endorses-donald-trump/index.html,cnn,soft news,endorsement,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,,trump,embedded,conflict,negative,no,no,attack,illustration,neutral,,,cnn2016
321,1630,1,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,yes,yes,no,no,no,4,1,trump,embedded_cited,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
322,1630,1,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,,trump,embedded,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
323,1630,1,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,,trump,embedded_cited,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
324,1630,1,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,,trump,embedded_cited,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
325,1631,1,2016,,https://www.cnn.com/2016/09/24/politics/donald-trump-gennifer-flowers-hillary-clinton-debate/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,yes,no,no,2,yes,2,0,trump,cited,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
326,1631,1,2016,,https://www.cnn.com/2016/09/24/politics/donald-trump-gennifer-flowers-hillary-clinton-debate/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,no,no,no,no,no,,,trump,cited,conflict,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
327,1632,1,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-climate-change-kellyanne-conway/index.html,cnn,soft news,policy issue,morality,negative,no,yes,yes,no,no,no,no,no,no,yes,1,0,trump,paraphrased,responsibility,negative,yes,yes,policy issue,illustration,ctiticizes the tweet,,,cnn2016
328,1633,1,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,yes,no,no,yes,yes,9,0,trump,embedded,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
329,1633,1,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,no,no,no,no,no,,,trump,embedded,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
330,1633,1,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,no,no,no,no,no,,,trump,embedded,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
331,1633,1,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,no,no,no,no,no,,,trump,embedded,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
332,1633,1,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,yes,no,no,no,no,no,no,,,trump,embedded,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
