,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
89,68,2,2020,9/8/20,https://www.cnn.com/2020/09/08/opinions/trump-dishonors-voting-rights-amendments-powell-rich/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,yes,yes,yes,yes,no,yes,1,0,trump,cited_linked,conflict,negative,yes,no,policy issue,illustration,ctiticizes the tweet,Selected,4,cnn2020
90,69,2,2020,9/9/20,https://www.cnn.com/2020/09/09/politics/donald-trump-kamala-harris-rhetoric/index.html,cnn,editorial,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,2,0,trump,cited_paraphrased,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,Selected,0,cnn2020
91,69,2,2020,9/9/20,https://www.cnn.com/2020/09/09/politics/donald-trump-kamala-harris-rhetoric/index.html,cnn,editorial,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,cited_paraphrased,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,Selected,0,cnn2020
92,70,2,2020,9/9/20,https://www.cnn.com/2020/09/09/politics/donald-trump-kamala-harris/index.html,cnn,editorial,attack,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,cited_linked,conflict,negative,no,no,attack,illustration,ctiticizes the tweet,Selected,0,cnn2020
93,71,2,2020,9/10/20,https://www.cnn.com/2020/09/10/politics/donald-trump-bob-woodward-book-rage/index.html,cnn,editorial,character traits,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,0,trump,cited_linked,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
94,72,2,2020,9/10/20,https://www.cnn.com/2020/09/10/politics/donald-trump-coronavirus-bob-woodward-book/index.html,cnn,editorial,character traits,conflict,negative,no,no,no,no,no,yes,no,no,yes,no,1,0,trump,cited,conflict,negative,no,no,attack,non-primary source,neutral,Selected,1,cnn2020
95,73,2,2020,9/10/20,https://www.cnn.com/2020/09/10/politics/supreme-court-trump-judiciary-rule-of-law/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,no,no,yes,no,yes,yes,1,3,trump,cited,conflict,negative,no,no,attack,non-primary source,neutral,Selected,3,cnn2020
96,74,2,2020,9/10/20,https://www.cnn.com/2020/09/10/tech/twitter-rules-trump-misinformation-election/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,conflict,negative,no,no,media,non-primary source,neutral,Selected,2,cnn2020
97,75,2,2020,9/12/20,https://www.cnn.com/2020/09/12/opinions/woodward-book-impact-trump-zelizer/index.html,cnn,editorial,attack,conflict,negative,no,no,no,no,yes,no,no,no,no,no,1,0,trump,cited_linked,conflict,negative,no,no,attack,non-primary source,ctiticizes the tweet,Selected,1,cnn2020
98,76,2,2020,9/12/20,https://www.cnn.com/2020/10/11/tech/twitter-flags-donald-trump-tweet-coronavirus/index.html,cnn,soft news,media,conflict,negative,no,yes,yes,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,human interest,positive,yes,no,covid,trigger,ctiticizes the tweet,Selected,2,cnn2020
99,77,2,2020,9/13/20,https://www.cnn.com/2020/10/13/politics/trump-declassification-tweets/index.html,cnn,soft news,policy issue,conflict,negative,no,yes,yes,no,yes,no,no,no,no,no,2,0,trump,cited,responsibility,positive,yes,no,policy issue,trigger,ctiticizes the tweet,Selected,1,cnn2020
100,77,2,2020,9/13/20,https://www.cnn.com/2020/10/13/politics/trump-declassification-tweets/index.html,cnn,soft news,policy issue,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,cited,responsibility,negative,yes,no,policy issue,trigger,ctiticizes the tweet,Selected,0,cnn2020
101,78,2,2020,9/14/20,https://www.cnn.com/2020/09/14/politics/fact-check-trump-mccabe-clinton-mcauliffe/index.html,cnn,soft news,character traits,conflict,negative,no,yes,yes,no,no,no,no,no,no,yes,1,0,trump,cited_linked,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,1,cnn2020
102,79,2,2020,9/15/20,https://www.cnn.com/2020/09/15/politics/donald-trump-biden-retweet/index.html,cnn,editorial,scandal,conflict,negative,no,yes,yes,no,no,no,no,no,no,yes,1,0,trump,cited,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,1,cnn2020
103,80,2,2020,9/16/20,https://www.cnn.com/2020/10/16/politics/joe-biden-trump-whitmer-kidnapping-plot/index.html,cnn,soft news,attack,conflict,negative,no,no,no,no,no,yes,no,no,no,no,1,0,trump,cited,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
104,81,2,2020,9/16/20,https://www.cnn.com/2020/09/16/politics/trump-republicans-covid-stimulus/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,1,0,trump,paraphrased_linked,economic,negative,no,no,policy issue,trigger,neutral,Selected,2,cnn2020
105,82,2,2020,9/16/20,https://www.cnn.com/2020/09/16/us/big-ten-football-oct-spt-trnd/index.html,cnn,soft news,other,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,human interest,positive,no,no,other,illustration,neutral,Selected,2,cnn2020
106,83,2,2020,9/17/20,https://www.cnn.com/2020/09/17/perspectives/twitter-trump-deception-biden/index.html,cnn,editorial,scandal,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,1,0,trump,paraphrased,conflict,negative,yes,no,attack,trigger,ctiticizes the tweet,Selected,0,cnn2020
107,84,2,2020,9/17/20,https://www.cnn.com/2020/09/17/politics/mail-in-ballots-donald-trump-fraud-montana/index.html,cnn,editorial,policy issue,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,no,1,0,trump,cited_linked,conflict,negative,yes,no,policy issue,trigger,ctiticizes the tweet,Selected,2,cnn2020
108,85,2,2020,9/17/20,https://www.cnn.com/2020/09/17/uk/joe-biden-brexit-tweet-intl-gbr/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,1,1,biden,cited_linked,responsibility,positive,no,no,policy issue,trigger,neutral,Selected,0,cnn2020
109,86,2,2020,9/19/20,https://www.cnn.com/2020/09/19/politics/ginsburg-supreme-court-vacancy-fight/index.html,cnn,editorial,policy issue,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,1,0,trump,cited,responsibility,positive,no,no,policy issue,trigger,neutral,Selected,2,cnn2020
110,87,2,2020,9/19/20,https://www.cnn.com/2020/09/19/politics/lindsey-graham-ginsburg-supreme-court-seat/index.html,cnn,editorial,policy issue,conflict,negative,no,yes,no,no,no,no,yes,no,no,no,1,0,trump,linked,morality,positive,no,no,policy issue,illustration,neutral,Selected,1,cnn2020
111,88,2,2020,9/20/20,https://www.cnn.com/2020/09/20/media/1619-project-federal-government-curricula/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,yes,no,no,no,no,no,1,0,trump,cited,conflict,negative,no,no,policy issue,illustration,neutral,Selected,1,cnn2020
112,89,2,2020,9/23/20,https://www.cnn.com/2020/09/22/politics/joe-biden-cindy-mccain-endorse/index.html,cnn,soft news,endorsement,conflict,negative,no,no,no,no,no,no,yes,no,no,no,2,0,trump,cited,conflict,negative,no,no,attack,illustration,neutral,Selected,1,cnn2020
113,89,2,2020,9/23/20,https://www.cnn.com/2020/09/22/politics/joe-biden-cindy-mccain-endorse/index.html,cnn,soft news,endorsement,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,biden,cited_linked,morality,positive,no,no,endorsement,illustration,neutral,Selected,0,cnn2020
114,90,2,2020,9/23/20,https://www.cnn.com/2020/09/23/investing/stock-market-election-trump-biden/index.html,cnn,editorial,policy issue,economic,negative,no,yes,yes,no,yes,no,no,no,no,yes,1,0,trump,cited_linked,economic,negative,no,no,attack,illustration,neutral,Selected,2,cnn2020
115,91,2,2020,9/23/20,https://www.cnn.com/2020/09/23/politics/coronavirus-donald-trump-election-2020/index.html,cnn,soft news,covid,conflict,negative,no,no,no,no,yes,yes,yes,no,no,no,1,0,harris,cited_linked,responsibility,negative,no,no,covid,non-primary source,neutral,Selected,2,cnn2020
116,92,2,2020,9/25/20,https://www.cnn.com/2020/09/24/investing/mark-cuban-andrew-yang-stimulus-checks-ubi/index.html,cnn,soft news,policy issue,economic,negative,no,no,no,yes,no,no,no,no,no,yes,1,0,trump,paraphrased,morality,positive,no,no,policy issue,illustration,neutral,Selected,1,cnn2020
117,93,2,2020,9/24/20,https://www.cnn.com/2020/09/24/opinions/democracy-at-risk-trump-peaceful-transfer-of-power-avlon/index.html,cnn,editorial,horserace,conflict,negative,no,yes,yes,no,yes,no,yes,no,yes,yes,1,0,trump,cited_linked,conflict,negative,yes,no,horserace,illustration,ctiticizes the tweet,Selected,4,cnn2020
118,94,2,2020,9/24/20,https://www.cnn.com/2020/09/24/politics/fact-check-biden-teleprompter-corden/index.html,cnn,soft news,attack,conflict,negative,no,yes,yes,no,no,no,no,no,yes,yes,1,3,trump,paraphrased,conflict,negative,yes,no,attack,non-primary source,ctiticizes the tweet,Selected,2,cnn2020
119,95,2,2020,9/24/20,https://www.cnn.com/2020/09/24/politics/trump-election-warnings-leaving-office/index.html,cnn,soft news,character traits,conflict,negative,no,yes,yes,no,no,no,no,no,no,yes,1,0,trump,cited_linked,conflict,negative,yes,no,horserace,illustration,ctiticizes the tweet,Selected,1,cnn2020
120,96,2,2020,9/27/20,https://www.cnn.com/2020/09/27/politics/nancy-pelosi-amy-coney-barrett-obamacare-cnntv/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,yes,yes,yes,no,no,yes,1,0,trump,cited,economic,negative,no,no,policy issue,illustration,neutral,Selected,3,cnn2020
121,97,2,2020,9/24/20,https://www.cnn.com/us/live-news/breonna-taylor-announcement/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,2,0,biden,cited,morality,positive,no,no,policy issue,illustration,neutral,Selected,3,cnn2020
122,97,2,2020,9/24/20,https://www.cnn.com/us/live-news/breonna-taylor-announcement/index.html,cnn,soft news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,harris,cited,responsibility,positive,no,no,call to action,illustration,neutral,Selected,0,cnn2020
123,99,2,2020,10/15/20,https://www.foxnews.com/media/biden-hunter-story-trump-censor-twitter-facebook-trey-gowdy,fox,soft news,media,conflict,negative,no,no,no,no,no,no,yes,no,yes,yes,1,2,trump,cited,conflict,negative,no,yes,attack,illustration,neutral,Not Selected,3,fox2020
124,100,2,2020,10/12/20,https://www.foxnews.com/media/cspan-steve-scully-hack-debate,fox,soft news,media,conflict,negative,no,yes,no,no,no,no,no,no,yes,yes,1,1,trump,embedded_cited,conflict,negative,yes,yes,attack,illustration,neutral,Not Selected,2,fox2020
125,101,2,2020,10/16/20,https://www.foxnews.com/media/trump-shares-babylon-bee-article-twitter-biden,fox,soft news,media,conflict,negative,no,yes,no,yes,no,no,yes,no,yes,yes,2,0,trump,embedded_cited,conflict,negative,yes,no,media,trigger,neutral,Not Selected,3,fox2020
126,101,2,2020,10/16/20,https://www.foxnews.com/media/trump-shares-babylon-bee-article-twitter-biden,fox,soft news,media,conflict,negative,no,yes,no,yes,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,yes,media,trigger,neutral,Not Selected,0,fox2020
127,102,2,2020,10/21/20,https://www.foxnews.com/media/trump-threatens-to-release-lesley-stahl-interview-ahead-of-sundays-60-minutes-airing-fake-and-biased,fox,soft news,attack,conflict,negative,no,yes,no,no,no,no,yes,no,yes,yes,3,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,3,fox2020
128,102,2,2020,10/21/20,https://www.foxnews.com/media/trump-threatens-to-release-lesley-stahl-interview-ahead-of-sundays-60-minutes-airing-fake-and-biased,fox,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
129,102,2,2020,10/21/20,https://www.foxnews.com/media/trump-threatens-to-release-lesley-stahl-interview-ahead-of-sundays-60-minutes-airing-fake-and-biased,fox,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,yes,no,attack,illustration,amplifies the tweet,Not Selected,0,fox2020
130,103,2,2020,10/15/20,https://www.foxnews.com/politics/c-span-suspends-steve-scully-indefinitely-after-he-admits-he-lied-about-his-twitter-being-hacked,fox,soft news,media,conflict,negative,no,yes,no,no,no,yes,no,no,yes,yes,1,1,trump,embedded_cited,conflict,negative,no,yes,media,illustration,amplifies the tweet,Not Selected,2,fox2020
131,104,2,2020,10/21/20,https://www.foxnews.com/politics/lesley-stahl-trump-interview-mark-meadows,fox,editorial,media,conflict,negative,no,yes,no,no,no,no,yes,no,yes,no,1,0,trump,embedded_cited,conflict,negative,no,no,media,illustration,amplifies the tweet,Not Selected,2,fox2020
132,105,2,2020,10/21/20,https://www.foxnews.com/politics/meadows-trump-tweets-declassify-russia-probe-documents,fox,soft news,policy issue,conflict,negative,no,yes,yes,no,yes,no,yes,no,no,no,1,0,trump,embedded_cited,conflict,negative,yes,yes,policy issue,illustration,amplifies the tweet,Not Selected,2,fox2020
133,106,2,2020,10/20/20,https://www.foxnews.com/politics/nj-attorney-general-is-suiing-the-trump-administration-over-a-tweet,fox,soft news,policy issue,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,2,2,trump,embedded_cited,conflict,negative,no,no,policy issue,trigger,amplifies the tweet,Not Selected,2,fox2020
134,106,2,2020,10/20/20,https://www.foxnews.com/politics/nj-attorney-general-is-suiing-the-trump-administration-over-a-tweet,fox,soft news,policy issue,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0,fox2020
135,107,2,2020,10/14/20,https://www.foxnews.com/politics/pro-trump-super-pac-launching-ads-targeting-biden-over-antifa,fox,soft news,other,conflict,negative,no,yes,no,no,no,yes,no,no,no,yes,1,0,harris,cited_linked,morality,positive,no,no,other,illustration,neutral,Not Selected,1,fox2020
136,108,2,2020,10/14/20,https://www.foxnews.com/politics/republican-twitter-facebook-blackout-hunter-biden,fox,soft news,media,conflict,negative,no,yes,no,no,no,no,yes,no,no,yes,1,0,trump,embedded_cited,conflict,negative,no,yes,media,illustration,amplifies the tweet,Not Selected,2,fox2020
137,109,2,2020,10/21/20,https://www.foxnews.com/politics/trump-60-minutes-interview-pictures-abrupt-end,fox,soft news,media,conflict,negative,no,no,no,no,no,no,yes,no,yes,yes,1,0,trump,embedded_cited,conflict,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,3,fox2020
138,110,2,2020,10/13/20,https://www.foxnews.com/politics/trump-biden-dementia-getting-worse-campaign-gaffes,fox,soft news,attack,conflict,negative,no,no,no,yes,no,yes,no,no,no,yes,1,1,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,1,fox2020
139,111,2,2020,10/12/20,https://www.foxnews.com/politics/trump-campaign-biden-rally-toledo-ohio,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,yes,2,0,trump,embedded_cited,conflict,negative,yes,yes,attack,illustration,amplifies the tweet,Not Selected,1,fox2020
140,111,2,2020,10/12/20,https://www.foxnews.com/politics/trump-campaign-biden-rally-toledo-ohio,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,illustration,amplifies the tweet,Not Selected,0,fox2020
141,112,2,2020,10/22/20,https://www.foxnews.com/politics/trump-chastises-leslie-stahl-on-pressing-him-for-tough-questions,fox,soft news,media,conflict,negative,no,yes,no,yes,no,no,no,no,yes,yes,1,0,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,neutral,Not Selected,2,fox2020
142,113,2,2020,10/12/20,https://www.foxnews.com/politics/trump-portland-protest-biden-fools-antifa-radicals-lincoln-roosevelt-statues-toppled,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,5,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
143,113,2,2020,10/12/20,https://www.foxnews.com/politics/trump-portland-protest-biden-fools-antifa-radicals-lincoln-roosevelt-statues-toppled,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
144,113,2,2020,10/12/20,https://www.foxnews.com/politics/trump-portland-protest-biden-fools-antifa-radicals-lincoln-roosevelt-statues-toppled,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
145,113,2,2020,10/12/20,https://www.foxnews.com/politics/trump-portland-protest-biden-fools-antifa-radicals-lincoln-roosevelt-statues-toppled,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
146,113,2,2020,10/12/20,https://www.foxnews.com/politics/trump-portland-protest-biden-fools-antifa-radicals-lincoln-roosevelt-statues-toppled,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
147,114,2,2020,10/16/20,https://www.foxnews.com/politics/trump-susan-collins-amy-coney-barrett-confirmation,fox,soft news,policy issue,conflict,negative,no,no,no,no,no,no,yes,no,no,yes,1,0,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,2,fox2020
148,114,2,2020,10/17/20,https://www.foxnews.com/transcript/why-are-twitter-facebook-doing-bidding-of-the-biden-campaign,fox,editorial,media,conflict,negative,no,yes,no,no,yes,no,no,no,yes,yes,1,1,trump,paraphrased,conflict,negative,no,no,attack,non-primary source,neutral,Not Selected,3,fox2020
149,115,2,2020,10/21/20,https://www.foxnews.com/us/fbi-holding-laptop-allegedly-containing-hunter-biden-business-emails-officials,fox,hard news,attack,conflict,negative,no,no,no,no,yes,no,yes,no,no,yes,2,0,trump,cited,conflict,negative,no,no,attack,illustration,neutral,Not Selected,3,fox2020
150,116,2,2020,11/2/20,https://www.foxnews.com/media/twitter-censors-trumps-tweet-knocking-supreme-courts-pa-vote-facebook-also-cracks-down,fox,soft news,attack,conflict,negative,no,yes,no,no,no,no,no,no,no,no,1,0,trump,embedded_cited,conflict,negative,yes,no,attack,non-primary source,neutral,Not Selected,0,fox2020
151,117,2,2020,11/2/20,https://www.foxnews.com/media/twitter-censors-trumps-tweet-knocking-supreme-courts-pa-vote-facebook-also-cracks-down,fox,soft news,media,conflict,negative,no,no,no,no,no,no,no,no,no,yes,1,0,trump,embedded_cited,conflict,negative,yes,no,attack,trigger,amplifies the tweet,Not Selected,1,fox2020
152,118,2,2020,10/31/20,https://www.foxnews.com/world/american-hostage-rescued-west-africa-seal-team-6-daring-raid,fox,hard news,other,human interest,positive,no,no,no,no,yes,no,no,no,no,yes,2,0,trump,embedded_cited,human interest,positive,no,no,other,illustration,amplifies the tweet,Not Selected,2,fox2020
153,118,2,2020,10/31/20,https://www.foxnews.com/world/american-hostage-rescued-west-africa-seal-team-6-daring-raid,fox,hard news,other,human interest,positive,no,no,no,no,no,no,no,no,no,no,,0,trump,embedded_cited,human interest,positive,no,no,other,illustration,amplifies the tweet,Not Selected,0,fox2020
154,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,yes,yes,yes,no,no,yes,13,5,trump,embedded_cited,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,3,fox2020
155,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,biden,embedded,conflict,negative,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0,fox2020
156,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,trump,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
157,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,trump,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
158,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,harris,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
159,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,trump,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
160,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,biden,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
161,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,trump,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
162,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,biden,embedded,morality,positive,no,no,character traits,trigger,amplifies the tweet,Not Selected,0,fox2020
163,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,harris,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
164,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,biden,embedded,conflict,negative,no,no,attack,trigger,amplifies the tweet,Not Selected,0,fox2020
165,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,biden,embedded,economic,positive,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0,fox2020
166,119,2,2020,11/2/20,https://www.foxnews.com/politics/trump-biden-issue-final-twitter-attacks,fox,soft news,attack,conflict,negative,no,no,no,yes,no,no,no,no,no,no,,0,biden,embedded,conflict,negative,no,no,policy issue,trigger,amplifies the tweet,Not Selected,0,fox2020
167,120,2,2020,10/31/20,https://www.foxnews.com/politics/slamming-trump-coronavirus-plan-questions-biden-plan,fox,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,yes,1,1,biden,embedded_cited,conflict,negative,no,no,attack,trigger,ctiticizes the tweet,Not Selected,1,fox2020
168,121,2,2020,11/2/20,https://www.foxnews.com/politics/trump-defends-texas-drivers-who-surrounded-biden-bus-sees-car-rallies-in-ny-nj,fox,soft news,media,conflict,negative,no,yes,yes,no,yes,no,no,no,yes,no,3,1,trump,embedded_cited,conflict,negative,no,yes,media,trigger,amplifies the tweet,Not Selected,2,fox2020
169,121,2,2020,11/2/20,https://www.foxnews.com/politics/trump-defends-texas-drivers-who-surrounded-biden-bus-sees-car-rallies-in-ny-nj,fox,soft news,media,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,embedded_cited,conflict,negative,no,no,other,trigger,amplifies the tweet,Not Selected,0,fox2020
170,121,2,2020,11/2/20,https://www.foxnews.com/politics/trump-defends-texas-drivers-who-surrounded-biden-bus-sees-car-rallies-in-ny-nj,fox,soft news,media,conflict,negative,no,yes,yes,no,no,no,no,no,no,no,,0,trump,embedded_cited,human interest,positive,no,no,other,illustration,amplifies the tweet,Not Selected,0,fox2020
171,122,2,2020,11/1/20,https://www.foxnews.com/tech/trump-reacts-after-facebook-removes-nj-women-for-trump-group-put-them-back-now,fox,soft news,media,conflict,negative,no,no,no,no,no,no,no,yes,no,no,1,0,trump,embedded_cited,conflict,negative,no,no,media,trigger,amplifies the tweet,Not Selected,1,fox2020
172,123,2,2020,11/1/20,https://www.foxnews.com/us/trump-train-biden-campaign-bus-texas-highway-fbi,fox,soft news,campaign event or info,conflict,negative,no,no,no,no,yes,no,no,no,no,yes,1,1,trump,embedded_cited,human interest,positive,no,no,campaign event or info,illustration,neutral,Not Selected,2,fox2020
173,124,2,2020,11/1/20,https://www.foxnews.com/media/liz-cheney-kamala-harris-communism,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,yes,no,no,no,1,1,harris,embedded_cited,morality,positive,no,no,policy issue,trigger,ctiticizes the tweet,Selected,1,cnn2020
174,125,2,2020,11/1/20,https://www.foxnews.com/media/liz-cheney-kamala-harris-communism,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,yes,no,no,no,1,4,harris,embedded_cited,morality,positive,no,no,policy issue,trigger,amplifies the tweet,Selected,1,cnn2020
175,126,2,2020,11/3/20,https://www.foxnews.com/entertainment/rob-schneider-slams-kamala-harris-video-equality-socialistic-marxist-drivel,cnn,soft news,attack,conflict,negative,no,no,no,no,no,no,no,no,no,yes,1,4,harris,embedded_cited,morality,positive,no,no,policy issue,trigger,amplifies the tweet,Selected,1,cnn2020
176,127,2,2020,11/3/20,https://www.foxnews.com/media/trump-ymca-music-video,cnn,soft news,campaign event or info,human interest,positive,no,no,no,yes,no,no,no,no,no,no,1,0,trump,embedded_paraphrased,human interest,positive,no,no,campaign event or info,trigger,amplifies the tweet,Selected,0,cnn2020
177,128,2,2020,10/31/20,https://www.foxnews.com/politics/obama-biden-first-joint-appearance-michigan,cnn,editorial,campaign event or info,conflict,negative,no,no,no,no,no,yes,yes,no,no,yes,1,0,trump,embedded_cited,conflict,negative,no,no,attack,illustration,neutral,Selected,2,cnn2020
178,129,2,2020,10/27/20,https://www.foxnews.com/politics/georgia-texas-polls-biden-presidential-trump,fox,soft news,horserace,conflict,negative,no,no,yes,no,yes,no,no,no,yes,yes,1,0,trump,embedded_cited,conflict,negative,yes,no,horserace,illustration,neutral,Not Selected,3,fox2020
179,130,2,2020,10/27/20,https://www.foxnews.com/politics/georgia-texas-polls-biden-presidential-trump,fox,soft news,policy issue,conflict,negative,no,no,no,no,no,yes,yes,no,no,no,1,0,trump,cited,conflict,negative,no,no,attack,non-primary source,neutral,Not Selected,1,fox2020
